word	rank	similar_word	dist	ipa	freq	n_utts
टेलिचलचित्रमा	3	टर्मिनेटरलाई	0.1694	ʈərrmɪneːʈəɾəlaːi	3	3
टेलिचलचित्रमा	4	टर्मिनेटरको	0.1708	ʈərrmɪneːʈəɾəkoː	4	4
टेलिचलचित्रमा	5	टाइपराइटरका	0.175	ʈaːɪpəɾaːɪʈəɾəkaː	3	3
टोकियोलाई	1	टौदहलाई	0.0718	ʈɔːdəhəlaːi	2	2
टोकियोलाई	2	टोकियोले	0.1111	ʈoːkɪjoːleː	1	1
टोकियोलाई	3	टेकुदोभान	0.1227	ʈeːkudoːbʰaːn	1	1
टोकियोलाई	4	टोकियोमा	0.1273	ʈoːkɪjoːmaː	13	13
टोकियोलाई	5	टेकेमात्र	0.1296	ʈeːkeːmaːtɾə	4	4
टोलीले	1	टेरीले	0.0312	ʈeːɾɪːleː	3	3
टोलीले	2	टोलीमा	0.0521	ʈoːlɪːmaː	4	4
टोलीले	3	टालेर	0.066	ʈaːleːɾə	1	1
टोलीले	4	टेलर	0.0729	ʈeːləɾə	15	15
टोलीले	5	टेलिया	0.0729	ʈeːlɪjaː	3	3
ट्रमा	1	ट्रफी	0.0667	ʈɾʌpʰi	6	6
ट्रमा	2	टाइम	0.1167	ʈaːɪmə	17	17
ट्रमा	3	टाइनी	0.1375	ʈaːɪniː	1	1
ट्रमा	4	टाइला	0.1375	ʈaːɪlaː	1	1
ट्रमा	5	टाग्पा	0.1417	ʈaːɡpaː	5	5
ट्रेन्च	1	ट्रेनिङ	0.0833	ʈɾeːnɪŋ	6	6
ट्रेन्च	2	ट्वान्टी	0.1076	ʈwaːnʈi	1	1
ट्रेन्च	3	ट्वेल्थ	0.1076	ʈweːltʰə	1	1
ट्रेन्च	4	टर्च	0.1215	ʈʌrrcə	1	1
ट्रेन्च	5	ट्वाक्क	0.1285	ʈwaːkkə	2	2
ठमेलकी	1	ठमेलमा	0.0521	ʈʰəmeːləmaː	2	2
ठमेलकी	2	ठटालको	0.0599	ʈʰəʈaːləkoː	2	2
ठमेलकी	3	ठेगानाको	0.1042	ʈʰeːɡaːnaːkoː	6	6
ठमेलकी	4	ठकुरीका	0.1068	ʈʰəkuɾɪːkaː	4	4
ठमेलकी	5	ठाकुरका	0.1068	ʈʰaːkuɾəkaː	1	1
ठाकुरबाबा	1	ठोकर्पामा	0.0667	ʈʰoːkərrpaːmaː	1	1
ठाकुरबाबा	2	ठकुरीहरू	0.1042	ʈʰəkuɾɪːhəɾuː	3	3
ठाकुरबाबा	3	ठाकुरद्वारा	0.1193	ʈʰaːkuɾədːwaːɾaː	6	6
ठाकुरबाबा	4	ठालुहरूको	0.1313	ʈʰaːluhəɾuːkoː	1	1
ठाकुरबाबा	5	ठाकुरलाल	0.1375	ʈʰaːkuɾəlaːl	3	3
ठिल्लायदुवा	1	ठुलोपाखारमा	0.1476	ʈʰuloːpaːkʰaːɾəmaː	2	2
ठिल्लायदुवा	2	ठुलोधादिङमा	0.1476	ʈʰuloːdʰaːdɪŋəmaː	1	1
ठिल्लायदुवा	3	ठकुरीहरूको	0.1493	ʈʰəkuɾɪːhəɾuːkoː	1	1
ठिल्लायदुवा	4	ठुलोपाखारको	0.151	ʈʰuloːpaːkʰaːɾəkoː	2	2
ठिल्लायदुवा	5	ठुटेपीपलमा	0.1632	ʈʰuʈeːpɪːpələmaː	2	2
ठेकीको	1	ठगेको	0.0417	ʈʰəɡeːkoː	2	2
ठेकीको	2	ठेलीको	0.059	ʈʰeːlɪːkoː	1	1
ठेकीको	3	ठेकीमा	0.0625	ʈʰeːkɪːmaː	2	2
ठेकीको	4	ठिमीको	0.0694	ʈʰɪmɪːkoː	2	2
ठेकीको	5	ठोकिने	0.0868	ʈʰoːkɪneː	2	2
डकुमेन्ट्री	1	डगडेलले	0.1104	ɖəɡəɖeːləleː	2	2
डकुमेन्ट्री	2	डेसिमिटर	0.1333	ɖeːsɪmɪʈəɾə	3	3
डकुमेन्ट्री	3	डायमेनको	0.1354	ɖaːjəmeːnəkoː	3	3
डकुमेन्ट्री	4	डायनोसर	0.1375	ɖaːjənoːsəɾə	3	3
डकुमेन्ट्री	5	डकर्मीले	0.1396	ɖəkərrmɪːleː	1	1
डनी	1	डली	0.0312	ɖʌli	2	2
डनी	2	डेमी	0.0469	ɖeːmi	14	14
डनी	3	डेडी	0.0521	ɖeːɖi	1	1
डनी	4	डोरी	0.0573	ɖoːɾi	8	8
डनी	5	डम	0.0573	ɖʌmə	1	1
डरका	1	डरको	0.0139	ɖʌɾəkoː	5	5
डरका	2	डनका	0.0243	ɖʌnəkaː	1	1
डरका	3	डनको	0.0382	ɖʌnəkoː	1	1
डरका	4	डोरीको	0.0486	ɖoːɾɪːkoː	2	2
डरका	5	डेटको	0.066	ɖeːʈəkoː	3	3
डाँगीबारी	1	डिहीबारी	0.0521	ɖɪhɪːbaːɾi	1	1
डाँगीबारी	2	डाँडाझेरी	0.0703	ɖãɖaːɟʰeːɾiː	1	1
डाँगीबारी	3	डोकाभरि	0.0781	ɖoːkaːbʰəɾɪ	4	4
डाँगीबारी	4	डाँफेचरी	0.0781	ɖãpʰeːcəɾiː	3	3
डाँगीबारी	5	डाँडाखाली	0.0833	ɖãɖaːkʰaːliː	2	2
डाइभर्जिङ्ग	1	डिटरजेन्ट	0.1615	ɖɪʈəɾəɟeːnʈə	1	1
डाइभर्जिङ्ग	2	डोल्पालगायत	0.1649	ɖoːlpaːləɡaːjət	1	1
डाइभर्जिङ्ग	3	डेभेरेयक्स	0.1753	ɖeːbʰeːɾeːjʌksə	2	2
डाइभर्जिङ्ग	4	डोयराज्यमा	0.1771	ɖoːjəɾaːɟjəmaː	2	2
डाइभर्जिङ्ग	5	डाक्टरेटको	0.1771	ɖaːkʈəɾeːʈəkoː	1	1
डाढा	1	डाटा	0.0208	ɖaːʈaː	25	25
डाढा	2	डाँडा	0.0312	ɖãɖaː	22	22
डाढा	3	डोडा	0.0312	ɖoːɖaː	2	2
डाढा	4	डाडाँ	0.0312	ɖaːɖã	1	1
डाढा	5	डाना	0.0417	ɖaːnaː	3	3
डाल्टन	1	डेन्टल	0.0556	ɖeːnʈəl	2	2
डाल्टन	2	डल्फिन	0.059	ɖʌlpʰɪn	6	6
डाल्टन	3	डिक्सन	0.1146	ɖɪksən	6	6
डाल्टन	4	डानिएल	0.1215	ɖaːnɪʲeːl	2	2
डाल्टन	5	डाइमस	0.125	ɖaːɪməs	7	7
डिज्नीको	1	डिज्नीका	0.0119	ɖɪɟnɪːkaː	2	2
डिज्नीको	2	डिग्रीको	0.0268	ɖɪɡɾɪːkoː	10	10
डिज्नीको	3	डन्डीको	0.0625	ɖənɖɪːkoː	9	9
डिज्नीको	4	डुम्रीको	0.0744	ɖumɾɪːkoː	6	6
डिज्नीको	5	डिम्बको	0.0744	ɖɪmbəkoː	2	2
डिलक्स	1	डिटेल्स	0.0923	ɖɪʈeːlsə	2	2
डिलक्स	2	डिफेन्स	0.1012	ɖɪpʰeːnsə	1	1
डिलक्स	3	डुरन्ड	0.1071	ɖuɾʌnɖə	3	3
डिलक्स	4	डजन्ट	0.1131	ɖəɟʌnʈə	1	1
डिलक्स	5	डुलाएर	0.1161	ɖulaːeːɾə	3	3
डुअर्सको	1	ड्वार्फका	0.0532	ɖwaːrrpʰəkaː	3	3
डुअर्सको	2	डुवर्सको	0.0917	ɖuwʌrrsəkoː	10	10
डुअर्सको	3	डाइमसको	0.0972	ɖaːɪməsəkoː	1	1
डुअर्सको	4	डुवर्समा	0.1292	ɖuwʌrrsəmaː	3	3
डुअर्सको	5	डल्फिनको	0.1319	ɖʌlpʰɪnəkoː	10	10
डुवेर	1	डुबेर	0.0486	ɖubeːɾə	4	4
डुवेर	2	डियर	0.0694	ɖɪjəɾə	4	4
डुवेर	3	डुहरे	0.0764	ɖuhəɾeː	2	2
डुवेर	4	डचर	0.0903	ɖʌcəɾə	2	2
डुवेर	5	डटेर	0.0938	ɖəʈeːɾə	2	2
डेनिसले	1	डेविसले	0.0495	ɖeːwɪsəleː	2	2
डेनिसले	2	डलरमा	0.099	ɖʌləɾəmaː	3	3
डेनिसले	3	डोलेश्वर	0.1016	ɖoːleːʃwɾʌ	4	4
डेनिसले	4	डिलाशैनी	0.1042	ɖɪlaːʃɛːni	1	1
डेनिसले	5	डोमेनमा	0.1042	ɖoːmeːnəmaː	1	1
डेवेलपमेन्ट	1	डेवलपमेन्ट	0.0096	ɖeːwələpəmeːnʈə	1	1
डेवेलपमेन्ट	2	डेभलपमेन्ट	0.0353	ɖeːbʰələpəmeːnʈə	1	1
डेवेलपमेन्ट	3	डेभलपमेण्ट	0.0401	ɖeːbʰələpəmeːɳʈə	2	2
डेवेलपमेन्ट	4	डोबहरूजस्ता	0.1458	ɖoːbəhəɾuːɟʌstaː	1	1
डेवेलपमेन्ट	5	डिल्लीबजार	0.1763	ɖɪlllɪːbəɟaːɾə	4	4
डोमेनमा	1	डोमिनिका	0.0625	ɖoːmɪnɪkaː	2	2
डोमेनमा	2	डबलीमा	0.0729	ɖəbəlɪːmaː	9	9
डोमेनमा	3	डलरमा	0.0729	ɖʌləɾəmaː	3	3
डोमेनमा	4	डोमोनिक	0.0729	ɖoːmoːnɪkə	1	1
डोमेनमा	5	डोगरीमा	0.0807	ɖoːɡəɾɪːmaː	4	4
ड्रागनफल	1	डम्बरमान	0.1396	ɖəmbəɾəmaːn	1	1
ड्रागनफल	2	डेस्टिनेसन	0.1479	ɖeːsʈɪneːsən	1	1
ड्रागनफल	3	डल्फिनलाई	0.1688	ɖəlpʰɪnəlaːi	8	8
ड्रागनफल	4	डोमिनिकन	0.1708	ɖoːmɪnɪkən	1	1
ड्रागनफल	5	ड्रिमिङगले	0.1723	ɖɾɪmɪŋəɡəleː	2	2
ढङ्गलाई	1	ढेङ्कनाल	0.0703	ɖʰeːŋkənaːl	1	1
ढङ्गलाई	2	ढङ्गबाट	0.0729	ɖʰəŋɡəbaːʈ	5	5
ढङ्गलाई	3	ढङ्गसित	0.0964	ɖʰʌŋɡəsɪt	1	1
ढङ्गलाई	4	ढुण्डिराज	0.1042	ɖʰuɳɖɪɾaːɟ	5	5
ढङ्गलाई	5	ढल्कदैं	0.1146	ɖʰəlkədɛːn	1	1
ढाकरमा	1	ढाकिँदैन	0.0781	ɖʰaːkĩdɛːnə	2	2
ढाकरमा	2	ढकालले	0.0833	ɖʰəkaːləleː	3	3
ढाकरमा	3	ढकालजी	0.0859	ɖʰəkaːləɟiː	1	1
ढाकरमा	4	ढुङ्ग्रोमा	0.0885	ɖʰuŋɡɾoːmaː	5	5
ढाकरमा	5	ढुकुटीमा	0.0911	ɖʰukuʈɪːmaː	8	8
ढिलाइ	1	ढल्यो	0.1167	ɖʰʌljoː	3	3
ढिलाइ	2	ढल्न	0.1208	ɖʰʌlnə	3	3
ढिलाइ	3	ढल्ने	0.1292	ɖʰʌlneː	1	1
ढिलाइ	4	ढल्छ	0.1333	ɖʰʌlcʰə	2	1
ढिलाइ	5	ढकाल	0.1417	ɖʰəkaːl	11	11
ढुङ्ग्री	1	ढुकुर	0.0903	ɖʰukuɾə	4	4
ढुङ्ग्री	2	ढुङ्गेल	0.0938	ɖʰuŋɡeːl	2	2
ढुङ्ग्री	3	ढकारी	0.1042	ɖʰəkaːɾi	2	2
ढुङ्ग्री	4	ढुङ्गाड	0.1076	ɖʰuŋɡaːɖ	3	3
ढुङ्ग्री	5	ढोगेर	0.1111	ɖʰoːɡeːɾə	1	1
ढोरफिर्दीको	1	ढोङभित्रको	0.1319	ɖʰoːŋəbʰɪtɾəkoː	1	1
ढोरफिर्दीको	2	ढोकाभित्रको	0.1458	ɖʰoːkaːbʰɪtɾəkoː	1	1
ढोरफिर्दीको	3	ढकालहरूको	0.1528	ɖʰəkaːləhəɾuːkoː	7	7
ढोरफिर्दीको	4	ढुङ्खर्कको	0.158	ɖʰuŋkʰʌrrkəkoː	2	2
ढोरफिर्दीको	5	ढुङ्गाचल्नाको	0.1684	ɖʰuŋɡaːcəlnaːkoː	1	1
तटदेखि	1	तबदेखि	0.0234	təbədeːkʰɪ	2	2
तटदेखि	2	तकनिकी	0.0599	tʌkənɪki	4	4
तटदेखि	3	तातेपछि	0.0755	taːteːpəcʰɪ	3	3
तटदेखि	4	तडपको	0.0755	tʌɖəpəkoː	1	1
तटदेखि	5	तिनताका	0.0781	tɪnətaːkaː	4	4
तत्सम	1	तटमा	0.0417	tʌʈəmaː	9	9
तत्सम	2	तलमा	0.0625	tʌləmaː	2	2
तत्सम	3	तापमा	0.066	taːpəmaː	3	3
तत्सम	4	तालिम	0.0694	taːlɪmə	47	47
तत्सम	5	तानमा	0.0694	taːnəmaː	5	5
तनावको	1	तामाङको	0.0547	taːmaːŋəkoː	8	8
तनावको	2	तिनवटा	0.0547	tɪnəwəʈaː	5	5
तनावको	3	तीनवटा	0.0599	tɪːnəwəʈaː	10	10
तनावको	4	तीनवटै	0.0651	tɪːnəwəʈɛː	2	2
तनावको	5	तनहुँको	0.0677	tənəhũkoː	9	9
तपाईँंको	1	तामाङको	0.0885	taːmaːŋəkoː	8	8
तपाईँंको	2	तथ्याङ्क	0.0911	tətʰjaːŋkə	37	37
तपाईँंको	3	तनावको	0.0911	tənaːwəkoː	5	5
तपाईँंको	4	तबलाको	0.1016	təbəlaːkoː	2	2
तपाईँंको	5	तपाईँलाई	0.1068	təpaːĩlaːi	171	171
तमाङ	1	तामाङ	0.025	taːmaːŋ	55	55
तमाङ	2	तमान	0.0375	təmaːn	3	3
तमाङ	3	तपाईँ	0.0667	təpaːĩ	277	277
तमाङ	4	तनाउ	0.0708	tənaːʊ	2	2
तमाङ	5	तिबाट	0.0875	tɪbaːʈ	1	1
तरखर	1	तरकारी	0.0417	təɾəkaːɾi	48	48
तरखर	2	तरहले	0.0495	tʌɾəhəleː	2	2
तरखर	3	तरबार	0.0521	təɾəbaːɾə	6	6
तरखर	4	तलतिर	0.0521	tʌlətɪɾə	1	1
तरखर	5	तारकीय	0.0573	taːɾəkɪːjə	15	15
तरिकाहरू	1	तरिकाहरु	0.0042	təɾɪkaːhəɾu	1	1
तरिकाहरू	2	तर्कहरू	0.0417	tʌrrkəhəɾuː	4	4
तरिकाहरू	3	तरवारले	0.0854	təɾəwaːɾəleː	2	2
तरिकाहरू	4	तालपोखरी	0.0854	taːləpoːkʰəɾiː	1	1
तरिकाहरू	5	तरकारीको	0.0875	təɾəkaːɾɪːkoː	7	7
तर्फबाट	1	तर्कबाट	0.0231	tərrkəbaːʈ	2	2
तर्फबाट	2	तरिकाबाट	0.0648	təɾɪkaːbaːʈ	16	16
तर्फबाट	3	तीर्थराज	0.0694	tɪːrrtʰəɾaːɟ	2	2
तर्फबाट	4	तर्फियन	0.0741	tʌrrpʰɪjən	3	3
तर्फबाट	5	तुर्कमेन	0.0787	turrkəmeːn	1	1
तले	1	तला	0.0208	tʌlaː	4	4
तले	2	तैले	0.0312	tɛːleː	4	4
तले	3	तोला	0.0417	toːlaː	10	10
तले	4	ताली	0.0417	taːli	4	4
तले	5	ताला	0.0417	taːlaː	2	2
तहसनहस	1	तपोबलबाट	0.1117	təpoːbələbaːʈ	1	1
तहसनहस	2	तीनतिरबाट	0.1136	tɪːnətɪɾəbaːʈ	2	2
तहसनहस	3	तहसम्मको	0.125	təhəsʌmməkoː	9	9
तहसनहस	4	तहसम्मका	0.125	təhəsʌmməkaː	1	1
तहसनहस	5	तालिबानलाई	0.1326	taːlɪbaːnəlaːi	2	2
ताजिक	1	ताजको	0.0347	taːɟəkoː	2	2
ताजिक	2	तायक	0.0347	taːjəkə	1	1
ताजिक	3	तारिक	0.0417	taːɾɪkə	4	4
ताजिक	4	तालिक	0.0451	taːlɪkə	1	1
ताजिक	5	तीजको	0.0625	tɪːɟəkoː	3	3
तान्त्रिकले	1	तान्त्रिकको	0.0437	taːntɾɪkəkoː	3	3
तान्त्रिकले	2	तन्त्रिकामा	0.0563	təntɾɪkaːmaː	1	1
तान्त्रिकले	3	तमरखोले	0.0833	təməɾəkʰoːleː	2	2
तान्त्रिकले	4	तुगलकले	0.1021	tuɡələkəleː	7	7
तान्त्रिकले	5	तनमनले	0.1083	tʌnəmənəleː	2	2
तामिल	1	तमिल	0.0167	tʌmɪl	11	11
तामिल	2	तामिन	0.025	taːmɪn	3	3
तामिल	3	तामेस	0.0583	taːmeːs	3	3
तामिल	4	तातिन	0.0708	taːtɪn	3	3
तामिल	5	ताबिज	0.0708	taːbɪɟ	3	3
ताराहरूका	1	ताराहरूको	0.0083	taːɾaːhəɾuːkoː	14	14
ताराहरूका	2	ताराहरूमा	0.0292	taːɾaːhəɾuːmaː	4	4
ताराहरूका	3	ताराहरूले	0.0437	taːɾaːhəɾuːleː	2	2
ताराहरूका	4	तमुहरूका	0.0583	təmuhəɾuːkaː	2	2
ताराहरूका	5	तिनीहरूको	0.0604	tɪnɪːhəɾuːkoː	16	16
तालिका	1	तालका	0.0139	taːləkaː	4	4
तालिका	2	तालिक	0.0208	taːlɪkə	1	1
तालिका	3	तालको	0.0278	taːləkoː	19	19
तालिका	4	तलका	0.0278	tʌləkaː	7	7
तालिका	5	तरिका	0.0312	tʌɾɪkaː	54	54
तितालिया	1	तिहारमा	0.0833	tɪhaːɾəmaː	3	3
तितालिया	2	तयारीका	0.0938	təjaːɾɪːkaː	1	1
तितालिया	3	तिमोरमा	0.0938	tɪmoːɾəmaː	1	1
तितालिया	4	तिलानदी	0.0964	tɪlaːnədiː	2	2
तितालिया	5	तबलाका	0.0964	təbəlaːkaː	1	1
तिब्बतका	1	तिब्बतको	0.0093	tɪbːbətəkoː	32	32
तिब्बतका	2	तिब्बतमा	0.0324	tɪbːbətəmaː	7	7
तिब्बतका	3	तिब्बतले	0.0486	tɪbːbətəleː	10	10
तिब्बतका	4	तत्परता	0.081	tʌtpəɾətaː	1	1
तिब्बतका	5	तत्कालका	0.0856	tətkaːləkaː	3	3
तिरहुत	1	तलकोट	0.0685	tələkoːʈ	1	1
तिरहुत	2	तिरबाट	0.0714	tɪɾəbaːʈ	1	1
तिरहुत	3	तेलहन	0.0744	teːləhən	4	4
तिरहुत	4	तिलबाट	0.0863	tɪləbaːʈ	1	1
तिरहुत	5	तेरतोन	0.0863	teːɾətoːn	1	1
तिलानदी	1	तारामती	0.0573	taːɾaːmətiː	3	3
तिलानदी	2	तिलहरी	0.0729	tɪləhəɾi	1	1
तिलानदी	3	तुलाधर	0.0755	tulaːdʰəɾə	2	2
तिलानदी	4	तलमाथि	0.0755	tələmaːtʰɪ	1	1
तिलानदी	5	तिलेपाटा	0.0807	tɪleːpaːʈaː	1	1
तीर्थ	1	तिर्थ	0.0069	tɪrrtʰə	1	1
तीर्थ	2	तिर्थे	0.0278	tɪrrtʰeː	3	3
तीर्थ	3	तिर्था	0.0278	tɪrrtʰaː	2	2
तीर्थ	4	तिर्न	0.0347	tɪrrnə	12	12
तीर्थ	5	तिर्दै	0.0347	tɪrrdɛː	1	1
तुम्बा	1	३मा	0.0708	tiːn maː	4	4
तुम्बा	2	तिम्रा	0.0833	tɪmɾaː	2	2
तुम्बा	3	तन्ना	0.0833	tʌnnaː	1	1
तुम्बा	4	तिम्रो	0.1	tɪmɾoː	35	35
तुम्बा	5	तान्दै	0.1083	taːndɛː	6	6
तुल्सीपुर	1	तराईतिर	0.1088	təɾaːɪːtɪɾə	1	1
तुल्सीपुर	2	३०००	0.1204	tiːn həzaːɾə	10	10
तुल्सीपुर	3	तेह्रथुम	0.1273	teːhɾətʰumə	29	29
तुल्सीपुर	4	तत्त्वमसि	0.1319	təttwmʌsɪ	1	1
तुल्सीपुर	5	तत्त्वहरू	0.1343	təttwhʌɾuː	12	12
तेरे	1	तेरो	0.0208	teːɾoː	10	10
तेरे	2	तेरी	0.0208	teːɾi	2	2
तेरे	3	तेरा	0.0208	teːɾaː	1	1
तेरे	4	तैले	0.0365	tɛːleː	4	4
तेरे	5	तारा	0.0417	taːɾaː	44	44
तैरता	1	तैरने	0.0347	tɛːɾəneː	4	4
तैरता	2	तैरँदै	0.0417	tɛːɾʌ̃dɛː	1	1
तैरता	3	तिरमा	0.0521	tɪɾəmaː	2	2
तैरता	4	तारमा	0.059	taːɾəmaː	1	1
तैरता	5	तेलमा	0.0625	teːləmaː	3	3
तोरी	1	तेरी	0.0208	teːɾi	2	2
तोरी	2	तेरे	0.0417	teːɾeː	5	5
तोरी	3	ताली	0.0469	taːli	4	4
तोरी	4	तोडी	0.0469	toːɖi	2	2
तोरी	5	तेली	0.0469	teːli	1	1
त्यसक्रममा	1	त्यसकारणले	0.1074	tːjəsəkaːɾəɳəleː	6	6
त्यसक्रममा	2	त्यसैकारणले	0.1138	tːjəsɛːkaːɾəɳəleː	2	2
त्यसक्रममा	3	त्यसबेलामा	0.1337	tːjəsəbeːlaːmaː	2	2
त्यसक्रममा	4	त्यसबारेमा	0.1354	tːjəsəbaːɾeːmaː	2	2
त्यसक्रममा	5	त्यहाँभित्रका	0.1424	tːjəhãbʰɪtɾəkaː	1	1
त्यसैकारण	1	त्यसकारण	0.0083	tːjəsəkaːɾəɳ	30	30
त्यसैकारण	2	त्यसबखत	0.1021	tːjʌsəbəkʰət	8	8
त्यसैकारण	3	त्यसपूर्व	0.1042	tːjəsəpuːrrw	1	1
त्यसैकारण	4	त्यसमध्ये	0.1104	tːjəsəmʌdʰjeː	6	6
त्यसैकारण	5	त्यसैगरि	0.1167	tːjəsɛːɡəɾɪ	1	1
त्यहीबेला	1	त्यतिबेला	0.0301	tːjətɪbeːlaː	54	54
त्यहीबेला	2	त्यसैबेला	0.0301	tːjəsɛːbeːlaː	10	10
त्यहीबेला	3	त्यसबेला	0.0394	tːjəsəbeːlaː	40	40
त्यहीबेला	4	त्यतिबेलै	0.044	tːjətɪbeːlɛː	7	7
त्यहीबेला	5	त्यतिखेर	0.0833	tːjətɪkʰeːɾə	14	14
त्रिपक्षीय	1	त्रिविक्रम	0.1021	tɾɪwɪkɾəmə	2	2
त्रिपक्षीय	2	त्रैलोक्यका	0.125	tɾɛːloːkːjəkaː	2	2
त्रिपक्षीय	3	त्रिपाठीको	0.15	tɾɪpaːʈʰɪːkoː	2	2
त्रिपक्षीय	4	त्रैमासिक	0.1542	tɾɛːmaːsɪkə	21	21
त्रिपक्षीय	5	ताम्रप्लव	0.1542	taːmɾəpləwə	1	1
त्रीयकताडासन	1	त्रिदोषनाशक	0.1637	tɾɪdoːʂənaːʃəkə	1	1
त्रीयकताडासन	2	त्रिवेणीघाटको	0.1741	tɾɪweːɳɪːɡʰaːʈəkoː	2	2
त्रीयकताडासन	3	त्रिभुवननगर	0.175	tɾɪbʰuwənənəɡəɾə	4	4
त्रीयकताडासन	4	तरवारबाजीलाई	0.1764	təɾəwaːɾəbaːɟɪːlaːi	2	2
त्रीयकताडासन	5	त्रिवेणीघाटमा	0.1771	tɾɪweːɳɪːɡʰaːʈəmaː	1	1
थप्छ	1	थप्न	0.0625	tʰʌpnə	12	12
थप्छ	2	थप्दै	0.0625	tʰʌpdɛː	7	7
थप्छ	3	थाल्छ	0.0708	tʰaːlcʰə	23	23
थप्छ	4	थप्ने	0.0875	tʰʌpneː	12	12
थप्छ	5	थुम्का	0.0917	tʰumkaː	1	1
थाईलेसीन	1	थाइलेसाइन	0.1111	tʰaːɪleːsaːɪn	2	2
थाईलेसीन	2	थाल्दछन्	0.1198	tʰaːldəcʰən	3	3
थाईलेसीन	3	थुप्रोबाट	0.1667	tʰupɾoːbaːʈ	1	1
थाईलेसीन	4	थुप्रैलाई	0.1719	tʰupɾɛːlaːi	1	1
थाईलेसीन	5	थिच्नुहोस	0.1797	tʰɪcnuhoːs	1	1
थायमरु	1	थामहरू	0.0677	tʰaːməhəɾuː	3	3
थायमरु	2	थरहरू	0.0729	tʰʌɾəhəɾuː	10	10
थायमरु	3	थानपाटी	0.1094	tʰaːnəpaːʈi	4	4
थायमरु	4	थाबितले	0.1094	tʰaːbɪtəleː	1	1
थायमरु	5	थालनीको	0.1146	tʰaːlənɪːkoː	4	4
थाल्नाले	1	थाल्दछ	0.0982	tʰaːldəcʰə	13	13
थाल्नाले	2	थालिएको	0.119	tʰaːlɪʲeːkoː	24	24
थाल्नाले	3	थप्नको	0.131	tʰʌpnəkoː	1	1
थाल्नाले	4	थिएटर	0.1429	tʰɪʲeːʈəɾə	10	10
थाल्नाले	5	थप्नुको	0.1429	tʰʌpnukoː	2	2
थिच्नुहोस	1	थिच्नुहोला	0.1204	tʰɪcnuhoːlaː	2	2
थिच्नुहोस	2	थुप्रोबाट	0.1276	tʰupɾoːbaːʈ	1	1
थिच्नुहोस	3	थप्नुहोला	0.1435	tʰəpnuhoːlaː	1	1
थिच्नुहोस	4	थप्नुको	0.1641	tʰʌpnukoː	2	2
थिच्नुहोस	5	थाल्दछन्	0.1641	tʰaːldəcʰən	3	3
थुम्पाखार	1	थोप्लाहरू	0.1134	tʰoːplaːhəɾuː	5	5
थुम्पाखार	2	थुम्बुमुजी	0.1296	tʰumbumuɟi	1	1
थुम्पाखार	3	थप्नुहोला	0.1343	tʰəpnuhoːlaː	1	1
थुम्पाखार	4	थुप्रोसँगै	0.1412	tʰupɾoːʃʌ̃ɡɛː	1	1
थुम्पाखार	5	थिच्नुहोला	0.1481	tʰɪcnuhoːlaː	2	2
थ्री	1	थ्रि	0.0278	tʰɾɪ	2	2
थ्री	2	थिए	0.0972	tʰɪʲeː	1621	1619
थ्री	3	थिई	0.0972	tʰɪʲi	3	3
थ्री	4	थिएँ	0.125	tʰɪʲẽ	84	84
थ्री	5	थाई	0.125	tʰaːi	2	2
दगु	1	दाजु	0.0312	daːɟu	35	35
दगु	2	दिगो	0.0625	dɪɡoː	13	13
दगु	3	दही	0.0729	dʌhi	19	15
दगु	4	देखी	0.0729	deːkʰi	4	4
दगु	5	देखि	0.0833	deːkʰɪ	394	394
दबावमा	1	दबावका	0.0365	dəbaːwəkaː	6	6
दबावमा	2	दबाबमा	0.0365	dəbaːbəmaː	2	2
दबावमा	3	दबावको	0.0469	dəbaːwəkoː	5	5
दबावमा	4	दिमागमा	0.0469	dɪmaːɡəmaː	5	5
दबावमा	5	दीपावली	0.0651	dɪːpaːwəliː	1	1
दयालु	1	देवाली	0.0625	deːwaːli	2	1
दयालु	2	दवाडी	0.0694	dəwaːɖi	1	1
दयालु	3	दयाको	0.0799	dəjaːkoː	6	6
दयालु	4	दुधालु	0.0799	dudʰaːlu	5	5
दयालु	5	दमौली	0.0833	dəmɔːli	4	4
दरो	1	दर	0.0312	dʌɾə	23	23
दरो	2	दारा	0.0417	daːɾaː	1	1
दरो	3	दार	0.0521	daːɾə	4	4
दरो	4	दौरा	0.0521	dɔːɾaː	4	4
दरो	5	दुलो	0.0573	duloː	3	3
दर्शनले	1	दर्शनमा	0.0312	dʌrrʃənəmaː	8	8
दर्शनले	2	दर्शकले	0.0312	dʌrrʃəkəleː	2	2
दर्शनले	3	दर्शनको	0.0437	dʌrrʃənəkoː	8	8
दर्शनले	4	दर्शनीय	0.0521	dərrʃənɪːjə	5	5
दर्शनले	5	दर्शनिक	0.0563	dʌrrʃənɪkə	3	3
दलित	1	दमित	0.0458	dʌmɪt	4	4
दलित	2	दिलिप	0.0458	dɪlɪp	4	4
दलित	3	दिलीप	0.0542	dɪlɪːp	3	3
दलित	4	दोलन	0.0583	doːlən	1	1
दलित	5	दूषित	0.075	duːʂɪt	5	5
दशरथको	1	दशरथले	0.0437	dʌʃəɾətʰəleː	3	3
दशरथको	2	देशभरको	0.0604	deːʃəbʰəɾəkoː	1	1
दशरथको	3	देशभरका	0.0688	deːʃəbʰəɾəkaː	3	3
दशरथको	4	देशबासीको	0.0708	deːʃəbaːsɪːkoː	1	1
