word	ipa	status
एनिस्टन	eːnɪsʈən	ok
एनेस्थेटिक	eːneːstʰeːʈɪkə	ok
एन्डरसन	eːnɖəɾəsən	ok
एफएमको	eːpʰəeːməkoː	ok
एबिसिएल	eːbɪsɪʲeːl	ok
एबोट	eːboːʈ	ok
एमएस्सीका	eːməeːssɪːkaː	ok
एमजिएमको	eːməɟɪʲeːməkoː	ok
एमालेमा	eːmaːleːmaː	ok
एलेक्जेन्डर	eːleːkɟeːnɖəɾə	ok
एलोकेट	eːloːkeːʈ	ok
एवैटले	eːwɛːʈəleː	ok
एशियाका	eːʃɪjaːkaː	ok
एसए	eːsəeː	ok
एसएमएसले	eːsəeːməeːsəleː	ok
एसएलसीसम्म	eːsəeːləsɪːsʌmmə	ok
एसकर्भिक	eːsəkʌrrbʰɪkə	ok
एसडिएच	eːsəɖɪʲeːc	ok
एसडी	eːsəɖiː	ok
एसिड	eːsɪɖ	ok
एसिस्टेन्ट	eːsɪsʈeːnʈə	ok
एसिस्टेन्स	eːsɪsʈeːnsə	ok
एसी	eːsi	ok
एसोसिएट	eːsoːsɪʲeːʈ	ok
एस्ट्रोनट्सलाई	eːsʈɾoːnəʈsəlaːi	ok
एस्ली	eːsli	ok
ए३३०	eː tiːnsajə tiːs	ok
ऐतिहासिकता	ʌɪtɪhaːsɪkətaː	ok
ऐनमा	ʌɪnəmaː	ok
ऐरावती	ʌɪɾaːwətiː	ok
ऐश्वर्यासँग	ʌɪʃwrrjaːʃʌ̃ɡ	ok
ओएक	oːeːkə	ok
ओकिफीको	oːkɪpʰɪːkoː	ok
ओकुलर	oːkuləɾə	ok
ओखरको	oːkʰəɾəkoː	ok
ओखलढुङ्गाबाट	oːkʰələɖʰuŋɡaːbaːʈ	ok
ओजस्वी	oːɟəswiː	ok
ओझलमै	oːɟʰələmɛː	ok
ओटो	oːʈoː	ok
ओठ	oːʈʰ	ok
ओडिआइ	oːɖɪʲaːɪ	ok
ओत	oːt	ok
ओपेरा	oːpeːɾaː	ok
ओभर	oːbʰəɾə	ok
ओम्	oːm	ok
ओर्लिए	oːrrlɪʲeː	ok
ओर्लिएर	oːrrlɪʲeːɾə	ok
ओल	oːl	ok
ओलम्पिकमा	oːlʌmpɪkəmaː	ok
ओल्डन	oːlɖən	ok
औँलाजस्ता	ɔ̃laːɟəstaː	ok
औँलाले	ɔ̃laːleː	ok
औँशी	ɔ̃ʃiː	ok
औंलाहरू	ʌʊnlaːhəɾuː	ok
औजारको	ʌʊɟaːɾəkoː	ok
औटोरिक्सा	ʌʊʈoːɾɪksaː	ok
औद	ʌʊd	ok
औलियाको	ʌʊlɪjaːkoː	ok
औषधालय	ʌʊʂədʰaːləjə	ok
औषधिका	ʌʊʂədʰɪkaː	ok
औषधोपचारका	ʌʊʂədʰoːpəcaːɾəkaː	ok
कक्षको	kʌkʂəkoː	ok
कक्षाले	kəkʂaːleː	ok
कङ्ग्रेस	kəŋɡɾeːs	ok
कचुर	kʌcuɾə	ok
कचौरा	kəcɔːɾaː	ok
कछाड	kəcʰaːɖ	ok
कञ्चटमा	kʌɲcəʈəmaː	ok
कट्स	kʌʈsə	ok
कठीन	kəʈʰɪːn	ok
कठै	kʌʈʰɛː	ok
कडीलाई	kəɖɪːlaːi	ok
कणको	kʌɳəkoː	ok
कण्व	kʌɳw	ok
कतिपटक	kʌtɪpəʈəkə	ok
कतिलाई	kətɪlaːi	ok
कथाअनुसार	kətʰaːənusaːɾə	ok
कथाव्यथा	kətʰaːwjʌtʰaː	ok
कथासंग्रह	kətʰaːsʌŋɡɾəhə	ok
कथाहरूले	kətʰaːhəɾuːleː	ok
कनट	kʌnəʈ	ok
कनर	kʌnəɾə	ok
कनरको	kʌnəɾəkoː	ok
कन्चनपुर	kʌncənəpuɾə	ok
कन्जरभेटरि	kənɟəɾəbʰeːʈəɾɪ	ok
कन्टिनेन्टल	kənʈɪneːnʈəl	ok
कन्ट्रिपप	kʌnʈɾɪpəp	ok
कन्दमूल	kəndəmuːl	ok
कन्भेन्सन	kənbʰeːnsən	ok
कन्सास	kənsaːs	ok
कन्स्ट्रक्टिभ	kənsʈɾʌkʈɪbʰ	ok
कप्लानले	kəplaːnəleː	ok
कफनमा	kʌpʰənəmaː	ok
कभर	kʌbʰəɾə	ok
कमको	kʌməkoː	ok
कमरेड्स	kəməɾeːɖsə	ok
कमलपित्तको	kəmələpɪttəkoː	ok
कमलरी	kʌmələɾi	ok
कमलाको	kəməlaːkoː	ok
कमा	kʌmaː	ok
कमाउनुभएका	kəmaːʊnubʰəeːkaː	ok
कमाउने	kəmaːʊneː	ok
कमान्ड	kəmaːnɖə	ok
कमि	kʌmɪ	ok
कमिटीको	kəmɪʈɪːkoː	ok
कमिला	kʌmɪlaː	ok
कमीको	kəmɪːkoː	ok
कमेरो	kəmeːɾoː	ok
कमेरोसँग	kəmeːɾoːʃʌ̃ɡ	ok
कम्पनीहरु	kəmpənɪːhəɾu	ok
कम्पनीहरूका	kəmpənɪːhəɾuːkaː	ok
कम्प्युटरलाई	kəmpːjuʈəɾəlaːi	ok
कम्ब	kʌmbə	ok
कम्युनिटी	kʌmmjunɪʈi	ok
करन	kʌɾən	ok
करप्सन	kəɾʌpsən	ok
करहिया	kʌɾəhɪjaː	ok
कराइन्	kəɾaːɪn	ok
करिश्माले	kəɾɪʃmaːleː	ok
करेन्टको	kəɾeːnʈəkoː	ok
करोडसम्म	kəɾoːɖəsʌmmə	ok
कर्टको	kʌrrʈəkoː	ok
कर्तव्यभित्र	kərrtəwjəbʰɪtɾə	ok
कर्ताको	kərrtaːkoː	ok
कर्नेलको	kərrneːləkoː	ok
कर्मकाण्डमा	kərrməkaːɳɖəmaː	ok
कर्मकारलाई	kərrməkaːɾəlaːi	ok
कर्मगत	kʌrrməɡət	ok
कर्मचारीले	kərrməcaːɾɪːleː	ok
कर्मवीर	kərrməwɪːɾə	ok
कर्मस	kʌrrməs	ok
कर्माचार्य	kərrmaːcaːrrjə	ok
कर्रा	kʌrrɾaː	ok
कलकल	kʌləkəl	ok
कलन	kʌlən	ok
कलमको	kʌləməkoː	ok
कलर	kʌləɾə	ok
कलशमा	kʌləʃəmaː	ok
कलाका	kəlaːkaː	ok
कलाकारहरूद्वारा	kəlaːkaːɾəhəɾuːdːwaːɾaː	ok
कलाकृतिहरू	kəlaːkɾɪtɪhəɾuː	ok
कलाघर	kəlaːɡʰəɾə	ok
कलामको	kəlaːməkoː	ok
कलेजोलाई	kəleːɟoːlaːi	ok
कल्पको	kʌlpəkoː	ok
कल्पनाका	kəlpənaːkaː	ok
कल्ले	kʌllleː	ok
कविताका	kəwɪtaːkaː	ok
कवितालाई	kəwɪtaːlaːi	ok
कविताहरूको	kəwɪtaːhəɾuːkoː	ok
कविले	kəwɪleː	ok
कवीरपन्थीहरू	kəwɪːɾəpəntʰɪːhəɾuː	ok
कवीरलाई	kəwɪːɾəlaːi	ok
कव्वालीलाई	kəwwaːlɪːlaːi	ok
कष्टकारी	kəʂʈəkaːɾi	ok
कष्टप्रद	kʌʂʈəpɾəd	ok
कसको	kʌsəkoː	ok
कस्मिक	kʌsmɪkə	ok
कहिलेकाही	kəhɪleːkaːhi	ok
कही	kʌhi	ok
काँकडभिट्टा	kãkʌɖəbʰɪʈʈaː	ok
काँक्रेविहारको	kãkɾeːwɪhaːɾəkoː	ok
काँक्रोले	kãkɾoːleː	ok
काँगियो	kãɡɪjoː	ok
काँडाघारी	kãɖaːɡʰaːɾiː	ok
काँडादार	kãɖaːdaːɾə	ok
काँडैकाँडाले	kãɖɛːkãɖaːleː	ok
काँसको	kãsʌkoː	ok
काँसबाट	kãsʌbaːʈ	ok
काँसे	kãseː	ok
काँस्य	kãsjə	ok
काइँली	kaːĩliː	ok
काउच	kaːʊc	ok
काउन्टर	kaːʊnʈəɾə	ok
काक्रे	kaːkɾeː	ok
काखैमा	kaːkʰɛːmaː	ok
कागति	kaːɡətɪ	ok
काग्ती	kaːɡti	ok
काङ्ग्रेसमै	kaːŋɡɾeːsəmɛː	ok
काङ्ग्रेसलाई	kaːŋɡɾeːsəlaːiː	ok
काचुच्चोहरु	kaːcuccoːhəɾu	ok
काजबाङ	kaːɟəbaːŋ	ok
काजीद्वारा	kaːɟɪːdːwaːɾaː	ok
काटिनु	kaːʈɪnuʲu	ok
काठमाडौँंमै	kaːʈʰəmaːɖɔ̃mmɛː	ok
काठमाडौको	kaːʈʰəmaːɖɔːkoː	ok
काढा	kaːɖʰaː	ok
कानन	kaːnən	ok
कानपाते	kaːnəpaːteː	ok
कानयनको	kaːnəjənəkoː	ok
कानहरूसम्म	kaːnəhəɾuːsʌmmə	ok
काने	kaːneː	ok
कान्तो	kaːntoː	ok
कापुचीनोको	kaːpucɪːnoːkoː	ok
काबा	kaːbaː	ok
काभ्रेपलाञ्चोकको	kaːbʰɾeːpəlaːɲcoːkəkoː	ok
काभ्रेस्थित	kaːbʰɾeːstʰɪt	ok
कामतुर	kaːmətuɾə	ok
कामदेवसित	kaːmədeːwəsɪt	ok
कामनाका	kaːmənaːkaː	ok
काममात्र	kaːməmaːtɾə	ok
कामला	kaːməlaː	ok
कामै	kaːmɛː	ok
काम्य	kaːmmjə	ok
कायला	kaːjəlaː	ok
कारकहरूको	kaːɾəkəhəɾuːkoː	ok
कारणहरूबाट	kaːɾəɳəhəɾuːbaːʈ	ok
कारमा	kaːɾəmaː	ok
कारा	kaːɾaː	ok
कारागारको	kaːɾaːɡaːɾəkoː	ok
कारावासका	kaːɾaːwaːsəkaː	ok
कारीले	kaːɾɪːleː	ok
कारोबारका	kaːɾoːbaːɾəkaː	ok
कार्कीको	kaːrrkɪːkoː	ok
कार्कीबाडा	kaːrrkɪːbaːɖaː	ok
कार्टिज	kaːrrʈɪɟ	ok
कार्तविर्यको	kaːrrtəwɪrrjəkoː	ok
कार्तवीर्य	kaːrrtəwɪːrrjə	ok
कार्यकर्तालाई	kaːrrjəkərrtaːlaːi	ok
कार्यक्रमले	kaːrrjəkɾəməleː	ok
कार्यक्षमता	kaːrrjəkʂəmətaː	ok
कार्यदल	kaːrrjədəl	ok
कार्यद्वारा	kaːrrjədːwaːɾaː	ok
कार्यबलको	kaːrrjəbələkoː	ok
कार्ययोजना	kaːrrjəjoːɟənaː	ok
कार्यसमितिका	kaːrrjəsəmɪtɪkaː	ok
कार्यसम्पादनले	kaːrrjəsəmpaːdənəleː	ok
कार्यस्थल	kaːrrjəstʰəl	ok
कार्यहरूका	kaːrrjəhəɾuːkaː	ok
कार्यालयका	kaːrrjaːləjəkaː	ok
कार्यालयमार्फत	kaːrrjaːləjəmaːrrpʰət	ok
कार्यालयहरूमा	kaːrrjaːləjəhəɾuːmaː	ok
कार्वाही	kaːrrwaːhi	ok
कालमोचन	kaːləmoːcən	ok
कालविभाजन	kaːləwɪbʰaːɟən	ok
कालसित	kaːləsɪt	ok
कालिखबाट	kaːlɪkʰəbaːʈ	ok
कालिगडी	kaːlɪɡəɖi	ok
कालिगण्डकी	kaːlɪɡʌɳɖəkiː	ok
कालिन्जर	kaːlɪnɟəɾə	ok
कालीकोटमा	kaːlɪːkoːʈəmaː	ok
कालीदेवीको	kaːlɪːdeːwɪːkoː	ok
कालीबंगा	kaːlɪːbʌŋɡaː	ok
कालीबंगाबाट	kaːlɪːbəŋɡaːbaːʈ	ok
कालोबंगा	kaːloːbʌŋɡaː	ok
कालोलाई	kaːloːlaːi	ok
काव्यसौन्दर्यको	kaːwjʌsɔːndərrjəkoː	ok
काशीराज	kaːʃɪːɾaːɟ	ok
काष्ट	kaːʂʈə	ok
काष्ठभैरवका	kaːʂʈʰəbʰɛːɾəwəkaː	ok
किङ्ग्सद्वारा	kɪŋɡsədːwaːɾaː	ok
किताबको	kɪtaːbəkoː	ok
किताबहरूमा	kɪtaːbəhəɾuːmaː	ok
किताबी	kɪtaːbi	ok
किनारका	kɪnaːɾəkaː	ok
किन्डल	kɪnɖəl	ok
किन्दै	kɪndɛː	ok
किन्दैनथे	kɪndɛːnətʰeː	ok
किन्नु	kɪnnuʲu	ok
किपटको	kɪpəʈəkoː	ok
किबोर्डको	kɪboːrrɖəkoː	ok
किमकी	kɪməkiː	ok
किमालुङ	kɪmaːluŋ	ok
किमीमा	kɪmɪːmaː	ok
किम्बदन्ती	kɪmbədʌnti	ok
किम्बु	kɪmbu	ok
किरणले	kɪɾəɳəleː	ok
किरणहरूको	kɪɾəɳəhəɾuːkoː	ok
किरन	kɪɾən	ok
किराँतकालमै	kɪɾãtʌkaːləmɛː	ok
किराँतकै	kɪɾãtʌkɛː	ok
किराँतभित्र	kɪɾãtəbʰɪtɾə	ok
किराँतमा	kɪɾãtʌmaː	ok
किरातहरूको	kɪɾaːtəhəɾuːkoː	ok
किरी	kɪɾi	ok
किरो	kɪɾoː	ok
किर्नाले	kɪrrnaːleː	ok
किलाहरू	kɪlaːhəɾuː	ok
किलोमिटरका	kɪloːmɪʈəɾəkaː	ok
किल्लाकै	kɪlllaːkɛː	ok
किल्लामा	kɪlllaːmaː	ok
किशोरावस्थाको	kɪʃoːɾaːwəstʰaːkoː	ok
किशोरावस्थामा	kɪʃoːɾaːwəstʰaːmaː	ok
किस्ट	kɪsʈə	ok
किस्ता	kɪstaː	ok
किस्ती	kɪsti	ok
कीटनाशक	kɪːʈənaːʃəkə	ok
कीरालाई	kɪːɾaːlaːi	ok
कीर्तिपुरको	kɪːrrtɪpuɾəkoː	ok
कुकर्मको	kukʌrrməkoː	ok
कुकुरका	kukuɾəkaː	ok
कुकुरठाकुर	kukuɾəʈʰaːkuɾə	ok
कुकुरहरूको	kukuɾəhəɾuːkoː	ok
कुक्कु	kukku	ok
कुख्यात	kukʰjaːt	ok
कुचा	kucaː	ok
कुचिपुडी	kucɪpuɖi	ok
कुटाई	kuʈaːi	ok
कुटीमा	kuʈɪːmaː	ok
कुट्दा	kuʈdaː	ok
कुट्न	kuʈnə	ok
कुण्ठालाई	kuɳʈʰaːlaːi	ok
कुण्ठित	kuɳʈʰɪt	ok
कुण्डली	kuɳɖəliː	ok
कुण्डा	kuɳɖaː	ok
कुतकुती	kutəkuti	ok
कुनचाहिँ	kunəcaːhĩ	ok
कुनाकाप्चा	kunaːkaːpcaː	ok
कुनातिर	kunaːtɪɾə	ok
कुनिन्दहरू	kunɪndəhəɾuː	ok
कुनैको	kunɛːkoː	ok
कुन्तीले	kuntɪːleː	ok
कुमथोप्ले	kumətʰoːpleː	ok
कुमरखोद	kuməɾəkʰoːd	ok
कुमाउनी	kumaːʊniː	ok
कुमारका	kumaːɾəkaː	ok
कुमारद्वारा	kumaːɾədːwaːɾaː	ok
कुमारीका	kumaːɾɪːkaː	ok
कुमारीको	kumaːɾɪːkoː	ok
कुमाल	kumaːl	ok
कुम्भमा	kumbʰəmaː	ok
कुरबानीको	kuɾəbaːnɪːkoː	ok
कुराउनी	kuɾaːʊniː	ok
कुराका	kuɾaːkaː	ok
कुरानमा	kuɾaːnəmaː	ok
कुराहरूमा	kuɾaːhəɾuːmaː	ok
कुरिया	kuɾɪjaː	ok
कुरी	kuɾi	ok
कुरीतिले	kuɾɪːtɪleː	ok
कुरुक्षेत्रका	kuɾukʂeːtɾəkaː	ok
कुरै	kuɾɛː	ok
कुर्था	kurrtʰaː	ok
कुर्सीको	kurrsɪːkoː	ok
कुलकुटुम्बलाई	kuləkuʈumbəlaːi	ok
कुलपति	kuləpətɪ	ok
कुलप्रसाद	kuləpɾəsaːd	ok
कुलमा	kuləmaː	ok
कुलुङ्	kuluŋ	ok
कुसु	kusu	ok
कुहिने	kuhɪneː	ok
कूटनीतिज्ञ	kuːʈənɪːtɪɟɲəə	ok
कृत	kɾɪt	ok
कृतज्ञता	kɾɪtəɟɲətaː	ok
कृतिसमीक्षा	kɾɪtɪsəmɪːkʂaː	ok
कृतिहरूमा	kɾɪtɪhəɾuːmaː	ok
कृत्य	kɾɪtːjə	ok
कृषिका	kɾɪʂɪkaː	ok
कृषियोग्य	kɾɪʂɪjoːɡjə	ok
कृष्णजी	kɾɪʂɳəɟiː	ok
कृष्णमान	kɾɪʂɳəmaːn	ok
केजि	keːɟɪ	ok
केटाकेटीका	keːʈaːkeːʈɪːkaː	ok
केटाकेटीहरू	keːʈaːkeːʈɪːhəɾuː	ok
केटीसँग	keːʈɪːʃʌ̃ɡ	ok
केटु	keːʈu	ok
केटुमाथि	keːʈumaːtʰɪ	ok
केदारनाथ	keːdaːɾənaːtʰ	ok
केन्जाबुरो	keːnɟaːbuɾoː	ok
केन्द्रदेखि	keːndɾədeːkʰɪ	ok
केन्द्रलगायतका	keːndɾələɡaːjətəkaː	ok
केन्द्रविन्दु	keːndɾəwɪndu	ok
केन्द्रहरूका	keːndɾəhəɾuːkaː	ok
केबिनेटको	keːbɪneːʈəkoː	ok
केरलीहरूले	keːɾəlɪːhəɾuːleː	ok
केराटिनले	keːɾaːʈɪnəleː	ok
केरिबियन	keːɾɪbɪjən	ok
केलाउनु	keːlaːʊnu	ok
केलाउने	keːlaːʊneː	ok
केशरमान	keːʃəɾəmaːn	ok
केशरशमशेरका	keːʃəɾəʃəməʃeːɾəkaː	ok
केशवकुमार	keːʃəwəkumaːɾə	ok
केस	keːs	ok
केसीद्वारा	keːsɪːdːwaːɾaː	ok
केहीमा	keːhɪːmaː	ok
कैथी	kɛːtʰi	ok
कैदमा	kɛːdəmaː	ok
कैदीहरूले	kɛːdɪːhəɾuːleː	ok
कैलको	kɛːləkoː	ok
कैले	kɛːleː	ok
कोइरालालाई	koːɪɾaːlaːlaːi	ok
कोइला	koːɪlaː	ok
कोटमा	koːʈəmaː	ok
कोटो	koːʈoː	ok
कोठाको	koːʈʰaːkoː	ok
कोठाभित्र	koːʈʰaːbʰɪtɾə	ok
कोठीहरूमा	koːʈʰɪːhəɾuːmaː	ok
कोणीय	koːɳɪːjə	ok
कोत	koːt	ok
कोदारिया	koːdaːɾɪjaː	ok
कोरसले	koːɾəsəleː	ok
कोर्ट	koːrrʈə	ok
कोर्टमा	koːrrʈəmaː	ok
कोल	koːl	ok
कोलिग्राममा	koːlɪɡɾaːməmaː	ok
कोलोनीमा	koːloːnɪːmaː	ok
कोशराज	koːʃəɾaːɟ	ok
कोषका	koːʂəkaː	ok
कोषपाल	koːʂəpaːl	ok
कोषलाई	koːʂəlaːi	ok
कोहीको	koːhɪːkoː	ok
कोहीलाई	koːhɪːlaːi	ok
कौडा	kɔːɖaː	ok
कौरव	kɔːɾəwə	ok
कौरवहरूका	kɔːɾəwəhəɾuːkaː	ok
कौवा	kɔːwaː	ok
क्याटेगोरी	kːjaːʈeːɡoːɾi	ok
क्यानोनिकल	kːjaːnoːnɪkəl	ok
क्याप्टेनले	kːjaːpʈeːnəleː	ok
क्यामेरनलाई	kːjaːmeːɾənəlaːi	ok
क्यारी	kːjaːɾi	ok
क्यारोल	kːjaːɾoːl	ok
क्यारोलिना	kːjaːɾoːlɪnaː	ok
क्यारोलिनामा	kːjaːɾoːlɪnaːmaː	ok
क्यालिफोर्नियाका	kːjaːlɪpʰoːrrnɪjaːkaː	ok
क्यालिफोर्नियास्थित	kːjaːlɪpʰoːrrnɪjaːstʰɪt	ok
क्युएफएक्स	kːjueːpʰəeːksə	ok
क्योटो	kːjoːʈoː	ok
क्राइसिसको	kɾaːɪsɪsəkoː	ok
क्रान्तिक	kɾaːntɪkə	ok
क्रान्तिपश्चात्	kɾaːntɪpəʃʃcaːt	ok
क्रान्तियोद्धा	kɾaːntɪjoːdːdʰaː	ok
क्रिमको	kɾɪməkoː	ok
क्रियाकलापका	kɾɪjaːkəlaːpəkaː	ok
क्रियाकलापबाट	kɾɪjaːkəlaːpəbaːʈ	ok
क्रियाद्वारा	kɾɪjaːdːwaːɾaː	ok
क्रियाफल	kɾɪjaːpʰəl	ok
क्रिस्टल	kɾɪsʈəl	ok
क्रिस्टिन	kɾɪsʈɪn	ok
क्रुज	kɾuɟ	ok
क्रेक	kɾeːkə	ok
क्रेडिट्स	kɾeːɖɪʈsə	ok
क्रेस्टेड	kɾeːsʈeːɖ	ok
क्रोधको	kɾoːdʰəkoː	ok
क्रोधलाई	kɾoːdʰəlaːi	ok
क्लबले	klʌbəleː	ok
क्लाउड्स	klaːʊɖsə	ok
क्लार्कसँग	klaːrrkəʃʌ̃ɡ	ok
क्लासको	klaːsəkoː	ok
क्लासमा	klaːsəmaː	ok
क्लासिकल	klaːsɪkəl	ok
क्विन्सल्यान्ड	kwɪnsəljaːnɖə	ok
क्वै	kwɛː	ok
क्षतिग्रस्त	kʂətɪɡɾʌstə	ok
क्षतिपूर्तिलाई	kʂətɪpuːrrtɪlaːi	ok
क्षयमास	kʂəjəmaːs	ok
क्षयरोग	kʂəjəɾoːɡ	ok
क्षुद्रग्रह	kʂudɾʌɡɾəhə	ok
क्षेत्रकी	kʂeːtɾəkiː	ok
क्षेत्रकै	kʂeːtɾəkɛː	ok
क्षेत्रद्वारा	kʂeːtɾədːwaːɾaː	ok
क्षेत्रमै	kʂeːtɾəmɛː	ok
क्षेत्ररक्षण	kʂeːtɾəɾəkʂəɳ	ok
क्षेत्रसँग	kʂeːtɾəʃʌ̃ɡ	ok
क्षेत्रिय	kʂeːtɾɪjə	ok
क्षेत्रीहरूको	kʂeːtɾɪːhəɾuːkoː	ok
खगेन्द्रप्रसाद	kʰəɡeːndɾəpɾəsaːd	ok
खगोलविद्हरू	kʰəɡoːləwɪdhəɾuː	ok
खजान्ची	kʰəɟaːnci	ok
खटाइयो	kʰəʈaːɪjoː	ok
खटिएका	kʰəʈɪʲeːkaː	ok
खडानन्द	kʰəɖaːnʌndə	ok
खड्काको	kʰəɖkaːkoː	ok
खड्काले	kʰəɖkaːleː	ok
खण्डन	kʰʌɳɖən	ok
खण्डित	kʰʌɳɖɪt	ok
खतरापूर्ण	kʰətəɾaːpuːrrɳə	ok
खती	kʰʌti	ok
खत्रीले	kʰətɾɪːleː	ok
खनालका	kʰənaːləkaː	ok
खनाललाई	kʰənaːləlaːi	ok
खन्याई	kʰənjaːi	ok
खम्बु	kʰʌmbu	ok
खम्सोङहोङका	kʰəmsoːŋəhoːŋəkaː	ok
खर	kʰʌɾə	ok
खरसाङ	kʰəɾəsaːŋ	ok
खरिदमा	kʰʌɾɪdəmaː	ok
खर्के	kʰʌrrkeː	ok
खर्ब	kʰʌrrbə	ok
खर्साङबाट	kʰərrsaːŋəbaːʈ	ok
खलङ्गामा	kʰələŋɡaːmaː	ok
खलीफा	kʰəlɪːpʰaː	ok
खसालेको	kʰəsaːleːkoː	ok
खाँए	kʰãeː	ok
खाँक	kʰãkʌ	ok
खाँचित	kʰãcɪt	ok
खाँडामा	kʰãɖaːmaː	ok
खाँदबारी	kʰãdʌbaːɾiː	ok
खाँदै	kʰãdɛː	ok
खाइँदैन	kʰaːĩdɛːnə	ok
खाइदिन्थिन्	kʰaːɪdɪntʰɪn	ok
खाइन्	kʰaːɪn	ok
खाकी	kʰaːki	ok
खाडी	kʰaːɖi	ok
खानतलासी	kʰaːnətəlaːsi	ok
खान्छे	kʰaːncʰeː	ok
खामतिर	kʰaːmətɪɾə	ok
खायो	kʰaːjoː	ok
खालिङ	kʰaːlɪŋ	ok
खाल्टा	kʰaːlʈaː	ok
खाल्डोको	kʰaːlɖoːkoː	ok
खास्टो	kʰaːsʈoː	ok
खिचेको	kʰɪceːkoː	ok
खिन्नता	kʰɪnnətaː	ok
खिरिब्रु	kʰɪɾɪbɾu	ok
खिरैखिर	kʰɪɾɛːkʰɪɾə	ok
खुट्टाका	kʰuʈʈaːkaː	ok
खुट्टालाई	kʰuʈʈaːlaːi	ok
खुदा	kʰudaː	ok
खुबी	kʰubi	ok
खुम्चिएको	kʰumcɪʲeːkoː	ok
खुम्बुतिर	kʰumbutɪɾə	ok
खुर	kʰuɾə	ok
खुलस्तका	kʰulʌstəkaː	ok
खुलाउनुहोला	kʰulaːʊnuhoːlaː	ok
खुलाएका	kʰulaːeːkaː	ok
खुवाई	kʰuwaːi	ok
खुसि	kʰusɪ	ok
खेतलाई	kʰeːtəlaːi	ok
खेप्नु	kʰeːpnuʲu	ok
खेलस्थलको	kʰeːlʌstʰələkoː	ok
खेलहरूका	kʰeːləhəɾuːkaː	ok
खेला	kʰeːlaː	ok
खेलाइन्छ	kʰeːlaːɪncʰə	ok
खेलाडीद्वारा	kʰeːlaːɖɪːdːwaːɾaː	ok
खेलिँदै	kʰeːlĩdɛː	ok
खेलिन्छ	kʰeːlɪncʰə	ok
खेली	kʰeːli	ok
खेलौना	kʰeːlɔːnaː	ok
खेल्नको	kʰeːlnəkoː	ok
खेल्नुभयो	kʰeːlnubʰəjoː	ok
खेल्यो	kʰeːljoː	ok
खैँचडी	kʰɛ̃cʌɖi	ok
खैरो	kʰɛːɾoː	ok
खोइरो	kʰoːɪɾoː	ok
खोजकर्ता	kʰoːɟəkʌrrtaː	ok
खोजतलास	kʰoːɟətəlaːs	ok
खोजिरहे	kʰoːɟɪɾəheː	ok
खोटाङकै	kʰoːʈaːŋəkɛː	ok
खोटाङको	kʰoːʈaːŋəkoː	ok
खोरिया	kʰoːɾɪjaː	ok
खोलले	kʰoːləleː	ok
खोलानाला	kʰoːlaːnaːlaː	ok
खोलाहरूको	kʰoːlaːhəɾuːkoː	ok
खोलिन्	kʰoːlɪn	ok
खोलिन्छ	kʰoːlɪncʰə	ok
खोलेमा	kʰoːleːmaː	ok
खोल्नुभयो	kʰoːlnubʰəjoː	ok
खोल्ने	kʰoːlneː	ok
खोल्यो	kʰoːljoː	ok
खोसिएको	kʰoːsɪʲeːkoː	ok
खोसे	kʰoːseː	ok
ख्याक	kʰjaːkə	ok
ख्यालमा	kʰjaːləmaː	ok
ख्याली	kʰjaːli	ok
गंभीर	ɡəmbʰɪːɾə	ok
गइसकेपछि	ɡəɪsəkeːpəcʰɪ	ok
गएँ	ɡʌẽ	ok
गएकी	ɡəeːki	ok
गगनगौंडा	ɡəɡənəɡɔːɳɖaː	ok
गङ्गाजल	ɡəŋɡaːɟəl	ok
गङ्गाले	ɡəŋɡaːleː	ok
गजनीका	ɡəɟənɪːkaː	ok
गजनीमाथि	ɡəɟənɪːmaːtʰɪ	ok
गजल	ɡʌɟəl	ok
गठनका	ɡʌʈʰənəkaː	ok
गठबन्धनद्वारा	ɡəʈʰəbəndʰənədːwaːɾaː	ok
गठबन्धनमा	ɡəʈʰəbʌndʰənəmaː	ok
गठवन्धन	ɡəʈʰəwʌndʰən	ok
गडबड	ɡʌɖəbəɖ	ok
गढीमाईको	ɡəɖʰɪːmaːɪːkoː	ok
गणतन्त्रहरूमा	ɡəɳətəntɾəhəɾuːmaː	ok
गणेशका	ɡəɳeːʃəkaː	ok
गणेशजीको	ɡəɳeːʃəɟɪːkoː	ok
गणेशबहादुर	ɡəɳeːʃəbəhaːduɾə	ok
गणेशले	ɡəɳeːʃəleː	ok
गतिरोध	ɡətɪɾoːdʰ	ok
गतिलो	ɡʌtɪloː	ok
गतिवादी	ɡətɪwaːdi	ok
गतिविधिहरूद्वारा	ɡətɪwɪdʰɪhəɾuːdːwaːɾaː	ok
गतेबाट	ɡəteːbaːʈ	ok
गधा	ɡʌdʰaː	ok
गनिएको	ɡənɪʲeːkoː	ok
गन्तव्यको	ɡəntəwjʌkoː	ok
गन्तव्यतर्फ	ɡəntəwjətʌrrpʰə	ok
गन्दा	ɡʌndaː	ok
गन्ध	ɡʌndʰə	ok
गन्धर्वकन्या	ɡəndʰərrwkʌnjaː	ok
गन्धर्वलाई	ɡəndʰərrwlaːi	ok
गन्हाएर	ɡənhaːeːɾə	ok
गफै	ɡʌpʰɛː	ok
गयाश्राद्ध	ɡəjaːʃɾaːdːdʰə	ok
गरको	ɡʌɾəkoː	ok
